preço (R$),endereço,área (m2),quartos,vagas,bairro
430000.0,Rua Duque Costa,63,3,1, Campo Grande
450000.0,Rua Professor Djalma Bento,86,3,1, Campo Grande
480000.0,Avenida Nossa Senhora do Sabará,89,3,1, Campo Grande
400000.0,Avenida Nossa Senhora do Sabará,65,2,1, Campo Grande
2390000.0,Rua Igati,411,4,3, Campo Grande
285000.0,Rua Joaquim Neves Monteiro,60,2,1, Campo Grande
430000.0,Rua Huitacá,83,3,1, Campo Grande
2850000.0,Rua Igati,400,4,3, Campo Grande
385000.0,Avenida Interlagos,60,3,1, Campo Grande
360000.0,Avenida Nossa Senhora do Sabará,68,2,1, Campo Grande
670000.0,Rua Geraldo de Mendonça Mello,155,3,2, Campo Grande
310000.0,Rua Zike Tuma,57,2,1, Campo Grande
280000.0,Rua Zike Tuma,58,2,1, Campo Grande
265000.0,Avenida Nossa Senhora do Sabará,68,2,1, Campo Grande
295000.0,Rua Tomás Aquino de Macedo,57,2,1, Campo Grande
515000.0,Rua Canuto Borelli,71,3,2, Campo Grande
320000.0,Rua Joaquim Neves Monteiro,60,2,1, Campo Grande
310000.0,Rua Zike Tuma,75,3,0, Campo Grande
940000.0,Rua Sócrates,170,4,2, Campo Grande
315000.0,Rua Pierre de Beranger,65,2,1, Campo Grande
370000.0,Avenida Sargento Geraldo Sant'Ana,64,3,1, Campo Grande
360000.0,Rua David Eid,69,3,1, Campo Grande
690000.0,Avenida Interlagos,87,3,2, Campo Grande
280000.0,Rua Clementino Cunha,56,3,1, Campo Limpo
310000.0,Rua Celso Ramos,47,2,1, Campo Limpo
485000.0,Rua Celso Ramos,67,3,2, Campo Limpo
368000.0,Rua Celso Ramos,48,2,1, Campo Limpo
394000.0,Rua Celso Ramos,47,2,1, Campo Limpo
360000.0,Rua Celso Ramos,47,2,1, Campo Limpo
150000.0,Rua Caraíva,50,2,1, Campo Limpo
280000.0,Rua Nossa Senhora do Bom Conselho,64,2,1, Campo Limpo
500000.0,Rua Celso Ramos,66,2,2, Campo Limpo
560000.0,Rua Celso Ramos,73,2,2, Campo Limpo
428821.96,Rua Chapada de Minas,66,2,1, Campo Limpo
460000.0,Rua Celso Ramos,66,2,2, Campo Limpo
540000.0,Rua Celso Ramos,73,2,2, Campo Limpo
300000.0,Rua Clodomiro de Oliveira,44,2,1, Campo Limpo
320000.0,Rua Nossa Senhora do Bom Conselho,51,2,1, Campo Limpo
400000.0,Rua Celso Ramos,47,2,1, Campo Limpo
320000.0,Rua Celso Ramos,47,1,1, Campo Limpo
340000.0,Rua Pedrina Maria da Silva Valente,73,3,1, Campo Limpo
299000.0,Rua Carlos Magalhães,60,3,1, Campo Limpo
265000.0,Estrada Pirajussara-Valo Velho,47,2,1, Campo Limpo
255000.0,Rua Professora Nina Stocco,46,2,1, Campo Limpo
256000.0,Rua Carlos Magalhães,57,2,1, Campo Limpo
545930.12,Rua Carlos Magalhães,73,3,1, Campo Limpo
334082.04,Rua Sérgio Martins Blumer Bastos,60,2,1, Campo Limpo
330000.0,Rua Nossa Senhora do Bom Conselho,51,2,1, Campo Limpo
280000.0,Rua Carlos Magalhães,44,2,1, Campo Limpo
339000.0,Rua Nossa Senhora do Bom Conselho,52,2,1, Campo Limpo
590000.0,Rua Celso Ramos,73,3,2, Campo Limpo
257405.59,Rua Carlos Magalhães,44,2,1, Campo Limpo
352500.0,Rua Celso Ramos,48,2,1, Campo Limpo
370000.0,Rua Estevão Sanviti,75,3,1, Campo Limpo
200000.0,Rua Vicente Pinheiro,43,2,1, Campo Limpo
455000.0,Rua Celso Ramos,69,2,2, Campo Limpo
320000.0,Rua Chapada de Minas,57,2,1, Campo Limpo
462463.46,Rua Estevão Sanviti,72,3,1, Campo Limpo
260000.0,Rua Professora Nina Stocco,48,2,1, Campo Limpo
271000.0,Estrada dos Mirandas,52,2,1, Campo Limpo
230000.0,Rua Januário Zingaro,55,2,1, Campo Limpo
403000.0,Rua Celso Ramos,66,2,2, Campo Limpo
293494.79,Rua Citrolândia,47,2,2, Campo Limpo
310000.0,Rua Carlos Magalhães,65,3,1, Campo Limpo
280000.0,Rua Osiris de Camargo,49,2,1, Campo Limpo
305000.0,Rua Francisco da Cruz Mellão,65,2,1, Campo Limpo
250000.0,Estrada dos Mirandas,51,2,1, Campo Limpo
300000.0,Rua Carlos Magalhães,42,2,0, Campo Limpo
282619.26,Rua Jaracatia,52,2,1, Campo Limpo
235000.0,Rua Citrolândia,52,2,1, Campo Limpo
270000.0,Estrada dos Mirandas,200,2,1, Campo Limpo
466910.48,Rua Celso Ramos,69,2,2, Campo Limpo
359000.0,Rua Celso Ramos,55,2,1, Campo Limpo
260000.0,Rua Bernardo Tavares,62,2,1, Campo Limpo
350000.0,Rua Citrolândia,65,3,1, Campo Limpo
220000.0,Rua Antônio Ambuba,45,2,1, Campo Limpo
220000.0,Rua Citrolândia,37,2,1, Campo Limpo
303000.0,Estrada do Campo Limpo,56,2,2, Campo Limpo
280000.0,Rua Bernardo Tavares,58,2,1, Campo Limpo
350000.0,Rua Celso Ramos,48,2,1, Campo Limpo
350000.0,Avenida Anacé,49,2,1, Campo Limpo
450000.0,Rua Edith Junqueira de Azevedo Marques,87,3,1, Campo Limpo
300000.0,Rua Maniçoba,44,2,1, Campo Limpo
337216.47,Rua Maniçoba,44,2,1, Campo Limpo
242000.0,Rua Antônio Ambuba,50,2,1, Campo Limpo
195000.0,Rua Carubinha,50,1,1, Campo Limpo
265000.0,Rua Carlos Magalhães,57,2,1, Campo Limpo
270000.0,Rua Maniçoba,44,2,1, Campo Limpo
250000.0,Rua Carlos Magalhães,56,2,1, Campo Limpo
320441.38,Rua Citrolândia,56,2,1, Campo Limpo
215000.0,Rua Carlos Magalhães,58,2,1, Campo Limpo
274900.0,Estrada dos Mirandas,51,2,1, Campo Limpo
550000.0,Rua Nossa Senhora do Bom Conselho,102,3,2, Campo Limpo
230000.0,Rua Jaracatia,50,2,1, Campo Limpo
250000.0,Rua Maniçoba,44,2,1, Campo Limpo
240000.0,Rua Maniçoba,44,2,1, Campo Limpo
240000.0,Rua Carubinha,47,2,1, Campo Limpo
400000.0,Rua Estevão Sanviti,75,3,1, Campo Limpo
220000.0,Rua do Forno,48,2,1, Campo Limpo
300646.43,Estrada do Campo Limpo,51,2,1, Campo Limpo
245000.0,Rua Carlos Magalhães,56,2,1, Campo Limpo
240000.0,Rua Francisco da Cruz Mellão,56,2,1, Campo Limpo
212000.0,Rua Citrolândia,45,2,1, Campo Limpo
290000.0,Rua Jaracatia,52,2,1, Campo Limpo
235000.0,Rua João Vertiz,60,2,2, Campo Limpo
250000.0,Rua Antônio Ambuba,56,3,1, Campo Limpo
320000.0,Rua Clementino Cunha,60,3,1, Campo Limpo
274395.42,Rua Catiara,40,2,0, Campo Limpo
290000.0,Rua Gerônimo Salguera,70,3,1, Campo Limpo
245000.0,Rua Adelaide Braga Negrelli,48,2,1, Campo Limpo
233000.0,Rua Jaracatia,52,2,1, Campo Limpo
220000.0,Rua Citrolândia,65,3,1, Campo Limpo
283746.31,Rua Adelaide Braga Negrelli,48,2,1, Campo Limpo
465000.0,Rua Nossa Senhora do Bom Conselho,55,2,1, Campo Limpo
220000.0,Rua Citrolândia,50,2,1, Campo Limpo
220000.0,Rua Clodomiro de Oliveira,32,1,1, Campo Limpo
292484.84,Rua Domingos de Góes,48,2,1, Campo Limpo
352449.0,Rua Antônio Ambuba,50,3,1, Campo Limpo
288000.0,Rua Fernando Sanabria,73,3,2, Campo Limpo
240000.0,Rua Antônio Ambuba,66,3,1, Campo Limpo
320000.0,Rua Jaracatia,49,2,1, Campo Limpo
245000.0,Rua Fernando Sanabria,68,2,1, Campo Limpo
240000.0,Rua Januário Zingaro,52,2,1, Campo Limpo
280000.0,Rua Maniçoba,48,2,1, Campo Limpo
245000.0,Estrada Pirajussara-Valo Velho,48,2,1, Campo Limpo
300000.0,Rua Clodomiro de Oliveira,49,2,1, Campo Limpo
280000.0,Rua Américo Falcão,55,2,1, Campo Limpo
230000.0,Rua Vicente Pinheiro,47,2,1, Campo Limpo
250000.0,Estrada do Campo Limpo,43,2,1, Campo Limpo
240000.0,Rua Juan Aldama,70,3,1, Campo Limpo
230000.0,Rua Adelaide Braga Negrelli,45,2,1, Campo Limpo
217518.74,Rua Catiara,38,2,0, Campo Limpo
499500.0,Rua Celso Ramos,66,3,2, Campo Limpo
212800.0,Rua Citrolândia,47,2,1, Campo Limpo
230000.0,Rua Amélia da Silva Lago,60,2,1, Campo Limpo
222000.0,Rua Adelaide Braga Negrelli,43,2,1, Campo Limpo
250000.0,Rua Francisco da Cruz Mellão,57,2,1, Campo Limpo
290000.0,Rua Juan Aldama,90,3,1, Campo Limpo
230000.0,Rua Engenheira Amália Pérola Cassab,46,2,1, Campo Limpo
250000.0,Rua Malamir,60,2,1, Campo Limpo
230000.0,Rua Malamir,63,2,1, Campo Limpo
280000.0,Rua Amélia da Silva Lago,60,2,1, Campo Limpo
301481.5,Rua Francisco da Cruz Mellão,47,2,1, Campo Limpo
259990.0,Rua Miguel Gonçalves Correia,52,2,1, Campo Limpo
300780.08,Rua José Maria Pinto Zilli,56,2,1, Campo Limpo
252000.0,Rua Clementino Cunha,45,2,1, Campo Limpo
254291.39,Rua Jacob Medeiros de Miranda,58,2,1, Campo Limpo
200000.0,Rua Jacob Medeiros de Miranda,69,2,1, Campo Limpo
380000.0,Rua Edith Junqueira de Azevedo Marques,75,3,1, Campo Limpo
320000.0,Rua Jaracatia,52,2,1, Campo Limpo
250000.0,Rua Jaracatia,52,2,1, Campo Limpo
360000.0,Estrada do Campo Limpo,72,3,1, Campo Limpo
210000.0,Rua Vicente Pinheiro,47,2,1, Campo Limpo
268000.0,Rua Carlos Magalhães,56,2,1, Campo Limpo
180000.0,Rua Francisco Caminhoa,54,2,1, Campo Limpo
235000.0,Rua Professora Nina Stocco,45,2,1, Campo Limpo
260000.0,Rua Edith Junqueira de Azevedo Marques,65,2,1, Campo Limpo
275000.0,Estrada dos Mirandas,52,2,1, Campo Limpo
434564.96,Estrada do Campo Limpo,68,3,1, Campo Limpo
229510.26,Estrada Pirajussara-Valo Velho,52,2,0, Campo Limpo
250000.0,Rua Fernando Sanabria,68,2,1, Campo Limpo
300000.0,Rua Edith Junqueira de Azevedo Marques,67,2,1, Campo Limpo
310000.0,Rua Francisco da Cruz Mellão,57,3,1, Campo Limpo
250000.0,Rua Humberto Scigliano,45,2,1, Campo Limpo
230000.0,Rua Catiara,39,2,1, Campo Limpo
245000.0,Rua Clodomiro de Oliveira,53,2,1, Campo Limpo
310000.0,Rua Carubinha,96,2,1, Campo Limpo
266927.14,Rua Vicente Pinheiro,44,2,1, Campo Limpo
270000.0,Rua Clodomiro de Oliveira,55,2,1, Campo Limpo
240000.0,Rua Jaracatia,52,2,1, Campo Limpo
240000.0,Rua Antônio Ambuba,49,3,1, Campo Limpo
130000.0,Rua Chinigua,45,2,1, Campo Limpo
150000.0,Rua Francisco Caminhoa,45,2,0, Campo Limpo
260000.0,Rua Adelaide Braga Negrelli,45,2,1, Campo Limpo
300000.0,Rua Clementino Cunha,57,3,1, Campo Limpo
287000.0,Rua Francisco da Cruz Mellão,52,2,1, Campo Limpo
215000.0,Rua Catiara,49,2,0, Campo Limpo
150000.0,Avenida Andréa Pisano,50,1,0, Campo Limpo
220000.0,Rua Odemis,52,2,1, Campo Limpo
260000.0,Estrada do Campo Limpo,51,2,1, Campo Limpo
210000.0,Rua Professora Nina Stocco,46,2,1, Campo Limpo
370000.0,Estrada do Campo Limpo,57,3,1, Campo Limpo
240000.0,Rua Vicente Pinheiro,42,2,1, Campo Limpo
255000.0,Rua Antônio Ambuba,64,3,1, Campo Limpo
150000.0,Rua João Maximiano,50,2,1, Campo Limpo
180000.0,Rua Francisco Caminhoa,46,2,1, Campo Limpo
240000.0,Rua Professora Nina Stocco,57,2,1, Campo Limpo
230000.0,Rua Jacob Medeiros de Miranda,56,2,1, Campo Limpo
365000.0,Rua Chapada de Minas,66,2,1, Campo Limpo
275000.0,Rua Citrolândia,62,3,1, Campo Limpo
280000.0,Rua Edith Junqueira de Azevedo Marques,63,2,1, Campo Limpo
245000.0,Rua Francisco da Cruz Mellão,50,2,1, Campo Limpo
215000.0,Rua Januário Zingaro,45,2,1, Campo Limpo
250000.0,Rua Citrolândia,67,3,1, Campo Limpo
245000.0,Rua Clodomiro de Oliveira,54,2,1, Campo Limpo
250000.0,Rua Bernardo Tavares,56,2,1, Campo Limpo
300000.0,Rua Januário Zingaro,64,2,1, Campo Limpo
235000.0,Rua Rubens Fraga de Toledo Arruda,50,2,0, Cangaíba
220000.0,Rua Carlos Bigatti,47,2,1, Cangaíba
360000.0,Rua Rubens Fraga de Toledo Arruda,63,3,1, Cangaíba
295000.0,Rua Crubixas,64,3,1, Cangaíba
200000.0,Rua Jacina,52,2,1, Cangaíba
340000.0,Rua Jaime Taveira,62,2,1, Cangaíba
250000.0,Rua Antônio Xavier de Matos,58,2,1, Cangaíba
205000.0,Rua Londres,43,1,1, Cangaíba
286414.24,Rua Carlos Bigatti,53,2,1, Cangaíba
255000.0,Rua Munhoz de Melo,45,2,1, Cangaíba
289717.2,Rua Maracanã-Guaçu,46,2,1, Cangaíba
240000.0,Rua Munhoz de Melo,52,2,1, Cangaíba
281181.35,Rua Guirá-Acangatara,47,2,1, Cangaíba
300312.77,Rua Maracanã-Guaçu,45,2,1, Cangaíba
200000.0,Rua Professor Alves Pedroso,50,2,1, Cangaíba
225000.0,Rua Maracanã-Guaçu,47,2,1, Cangaíba
403000.0,Rua Crubixas,70,3,1, Cangaíba
230000.0,Rua Maracanã-Guaçu,50,2,1, Cangaíba
310671.38,Avenida Cangaíba,54,2,1, Cangaíba
387000.0,Rua Crubixas,65,2,1, Cangaíba
290000.0,Avenida Cangaíba,57,2,1, Cangaíba
250000.0,Rua Maracanã-Guaçu,45,2,1, Cangaíba
250000.0,Avenida Cangaíba,52,2,1, Cangaíba
270000.0,Rua Crubixas,50,2,1, Cangaíba
265000.0,Rua Belarmino Siqueira,58,2,1, Cangaíba
339000.0,Rua Jaime Taveira,50,2,1, Cangaíba
259900.0,Avenida Tarumã,56,2,1, Cangaíba
256000.0,Avenida Doutor Assis Ribeiro,56,2,1, Cangaíba
200000.0,Rua Lauro de Freitas,43,2,1, Cangaíba
382000.0,Rua Crubixas,66,3,1, Cangaíba
358174.79,Rua Crubixas,59,3,1, Cangaíba
215000.0,Rua Munhoz de Melo,46,2,1, Cangaíba
220000.0,Rua Antônio Xavier de Matos,60,2,1, Cangaíba
260000.0,Avenida Doutor Assis Ribeiro,56,2,1, Cangaíba
225000.0,Avenida Tarumã,50,2,1, Cangaíba
266000.0,Rua Olho D'Água do Borges,48,2,1, Cangaíba
245000.0,Rua Belarmino Siqueira,54,2,1, Cangaíba
319897.89,Avenida Doutor Assis Ribeiro,58,2,1, Cangaíba
245000.0,Rua Jacira Artacho,58,2,1, Cangaíba
189000.0,Rua Professor Alves Pedroso,47,2,1, Cangaíba
297000.0,Rua Rubens Fraga de Toledo Arruda,63,3,1, Cangaíba
300000.0,Rua Rubens Fraga de Toledo Arruda,50,2,0, Cangaíba
260000.0,Rua Maracanã-Guaçu,46,2,1, Cangaíba
213779.27,Rua Carlos Bigatti,38,1,1, Cangaíba
310083.63,Rua Carlos Bigatti,43,2,1, Cangaíba
275000.0,Rua Londres,52,2,1, Cangaíba
447981.05,Rua Rocha Fraga,55,2,1, Cangaíba
279000.0,Rua Vicente de Souza Barros,63,2,1, Cangaíba
270000.0,Rua São Florêncio,49,2,1, Cangaíba
306000.0,Rua Vicente de Souza Barros,62,2,1, Cangaíba
260000.0,Rua Carlos Bigatti,47,2,1, Cangaíba
235000.0,Rua Pechi,59,2,1, Cangaíba
268255.62,Avenida Doutor Assis Ribeiro,56,2,1, Cangaíba
310000.0,Avenida Tarumã,57,2,1, Cangaíba
289000.0,Avenida Tarumã,52,2,1, Cangaíba
215000.0,Rua Ariti,53,2,1, Cangaíba
280544.53,Rua Novo Oriente do Piauí,47,2,1, Cangaíba
265000.0,Rua São Florêncio,65,2,1, Cangaíba
345946.51,Rua Guirá-Acangatara,49,2,1, Cangaíba
250000.0,Rua Carlos Bigatti,47,2,1, Cangaíba
235000.0,Rua Carlos Bigatti,48,2,1, Cangaíba
230000.0,Rua Guirá-Acangatara,46,2,1, Cangaíba
260000.0,Avenida Doutor Assis Ribeiro,58,2,1, Cangaíba
260000.0,Avenida Doutor Assis Ribeiro,59,2,1, Cangaíba
245000.0,Rua Carlos Bigatti,47,2,1, Cangaíba
150000.0,Rua Mário César de Freitas Levy,45,2,1, Cangaíba
200000.0,Rua Belém Santos,48,2,1, Cangaíba
210000.0,Rua Colônia Leopoldina,49,2,1, Cangaíba
250000.0,Rua Jardim das Margaridas,65,2,1, Cangaíba
190000.0,Rua Raimundo Mattiuzzo,37,2,0, Cangaíba
150000.0,Rua Paço do Lumiar,47,2,1, Cangaíba
190000.0,Rua Jacina,52,2,1, Cangaíba
260000.0,Rua São Florêncio,52,2,1, Cangaíba
385000.0,Rua Faustino Paganini,95,3,1, Cangaíba
210000.0,Rua Carlos Bigatti,37,1,1, Cangaíba
370000.0,Avenida Cangaíba,74,2,1, Cangaíba
280000.0,Rua Carlos Bigatti,47,2,1, Cangaíba
280000.0,Avenida Tarumã,55,2,1, Cangaíba
230000.0,Rua Carlos Bigatti,48,2,1, Cangaíba
230000.0,Rua Maracanã-Guaçu,45,2,1, Cangaíba
225000.0,Rua Ribeira do Pombal,55,2,1, Cangaíba
216000.0,Rua Ariti,58,2,1, Cangaíba
230000.0,Avenida Doutor Assis Ribeiro,50,2,1, Cangaíba
270000.0,Rua Jaime Rodrigues Modesto,50,2,1, Cangaíba
180000.0,Rua Lauro de Freitas,50,2,1, Cangaíba
149990.0,Rua Periatis,30,1,0, Cangaíba
150000.0,Rua Novo Oriente do Piauí,60,2,1, Cangaíba
510000.0,Estrada de Itapecerica,119,2,2, Capão Redondo
260000.0,Rua Serra da Canastra,50,2,1, Capão Redondo
660000.0,Estrada do Campo Limpo,97,3,1, Capão Redondo
430000.0,Estrada de Itapecerica,64,2,1, Capão Redondo
640000.0,Estrada do Campo Limpo,98,3,1, Capão Redondo
275000.0,Rua Cabo Estácio da Conceição,54,2,1, Capão Redondo
469774.14,Estrada do Campo Limpo,87,3,1, Capão Redondo
675956.7,Estrada do Campo Limpo,79,3,1, Capão Redondo
315632.78,Rua Luís da Fonseca Galvão,59,2,1, Capão Redondo
320000.0,Estrada de Itapecerica,65,3,1, Capão Redondo
450000.0,Rua Doutor Bueno de Azevedo,72,3,1, Capão Redondo
350000.0,Rua Geraldo Beting,60,2,1, Capão Redondo
640000.0,Estrada de Itapecerica,67,3,1, Capão Redondo
550000.0,Estrada de Itapecerica,133,3,1, Capão Redondo
290000.0,Rua Geraldo Beting,54,2,1, Capão Redondo
220000.0,Rua Luís de Oliveira,47,2,1, Capão Redondo
340000.0,Rua Doutor Bueno de Azevedo,73,3,1, Capão Redondo
260000.0,Rua Luar do Sertão,121,3,1, Capão Redondo
267840.61,Rua Geraldo Beting,52,2,1, Capão Redondo
270000.0,Rua Serra da Canastra,51,2,1, Capão Redondo
330000.0,Rua Almirante Luís Penido Burnier,68,3,1, Capão Redondo
649000.0,Estrada do Campo Limpo,96,3,1, Capão Redondo
639000.0,Estrada do Campo Limpo,97,3,1, Capão Redondo
265000.0,Rua Geraldo Beting,56,2,1, Capão Redondo
200000.0,Rua dos Mercantéis,52,2,1, Capão Redondo
190000.0,Rua Francisco Prisco,50,2,1, Capão Redondo
230000.0,Rua Manoel Fialho,59,2,1, Capão Redondo
265000.0,Rua Castellammare,60,3,1, Capão Redondo
235000.0,Rua Luar do Sertão,92,3,1, Capão Redondo
260000.0,Rua Luís de Oliveira,48,2,1, Capão Redondo
265000.0,Rua Geraldo Beting,64,2,1, Capão Redondo
185000.0,Rua Acomayo,40,2,0, Capão Redondo
315000.0,Rua Doutor Nério Nunes,68,2,1, Capão Redondo
192000.0,Rua Luar do Sertão,51,2,1, Capão Redondo
150000.0,Rua Arroio Butiá,49,2,1, Capão Redondo
215550.88,Rua Acomayo,39,2,0, Capão Redondo
200000.0,Rua Castellammare,50,2,1, Capão Redondo
450000.0,Estrada do Campo Limpo,79,3,1, Capão Redondo
250000.0,Rua Conrad Faber,51,2,1, Capão Redondo
245000.0,Rua Geraldo Beting,60,2,1, Capão Redondo
210000.0,Rua Estevão Jordan,54,2,1, Capão Redondo
200000.0,Rua Acomayo,39,2,1, Capão Redondo
245000.0,Estrada de Itapecerica,57,2,1, Capão Redondo
190000.0,Rua dos Jeribás,49,2,1, Capão Redondo
240000.0,Rua Castellammare,90,2,1, Capão Redondo
240000.0,Rua Luar do Sertão,60,2,1, Capão Redondo
203000.0,Rua Acomayo,39,2,0, Capão Redondo
190800.0,Rua Acomayo,38,2,0, Capão Redondo
180000.0,Rua Serra do Pilar,48,2,1, Capão Redondo
260000.0,Rua Serra da Canastra,54,2,1, Capão Redondo
170000.0,Rua Francisco Prisco,42,2,1, Capão Redondo
200000.0,Rua Acomayo,47,2,0, Capão Redondo
180000.0,Rua Aviadora Anésia Pinheiro Machado,44,2,1, Capão Redondo
360000.0,Rua Serra de Botucatu,63,3,1, Carrão
285000.0,Rua Felisbina Ferreira,50,2,2, Carrão
900000.0,Rua Renato Rinaldi,144,3,3, Carrão
920000.0,Rua Oswaldo Arouca,105,3,2, Carrão
993617.0,Rua Serra de Botucatu,97,3,2, Carrão
890000.0,Rua Guaraciaba,98,3,2, Carrão
586000.0,Rua Francisca de Paula,88,3,1, Carrão
940000.0,Rua Antônio de Lucena,106,3,2, Carrão
1070000.0,Rua Antônio de Lucena,106,3,2, Carrão
1100000.0,Rua Renato Rinaldi,90,2,3, Carrão
680000.0,Rua Felisbina Ferreira,121,2,1, Carrão
380000.0,Rua Diamante Preto,59,2,1, Carrão
1900000.0,Rua Professor Pedreira de Freitas,216,3,4, Carrão
1200000.0,Rua Evangelina,126,3,2, Carrão
500000.0,Rua Reboujo,56,2,1, Carrão
620000.0,Rua Nova Jerusalém,88,3,2, Carrão
385000.0,Rua Serra de Botucatu,64,2,1, Carrão
426000.0,Rua Felisbina Ferreira,70,3,1, Carrão
379000.0,Rua Doutor Alarico Silveira,48,2,1, Carrão
540000.0,Rua Nova Jerusalém,82,3,1, Carrão
380000.0,Rua Aratanha,60,3,1, Carrão
460000.0,Rua Carlos Silva,68,3,1, Carrão
3200000.0,Rua Antônio de Lucena,225,4,4, Carrão
464557.64,Rua Felisbina Ferreira,70,3,1, Carrão
310000.0,Rua Felisbina Ferreira,60,2,1, Carrão
2250000.0,Avenida Guilherme Giorgi,175,3,3, Carrão
390000.0,Rua Cruz Jobim,69,3,1, Carrão
479976.46,Rua Francisca de Paula,78,3,2, Carrão
450000.0,Rua Comendador Gil Pinheiro,66,3,1, Carrão
600000.0,Avenida Guilherme Giorgi,74,3,2, Carrão
1830879.97,Rua Lutécia,270,3,3, Carrão
430000.0,Rua Carlos Silva,67,3,1, Carrão
800000.0,Rua Reboujo,146,3,2, Carrão
890000.0,Rua Cantagalo,90,3,2, Carrão
750000.0,Rua Pirambóia,83,3,2, Carrão
400000.0,Rua Lutécia,57,2,1, Carrão
420000.0,Rua Evangelina,64,2,1, Carrão
365000.0,Rua Cruz Jobim,64,2,1, Carrão
320000.0,Rua Carlos Silva,45,2,1, Carrão
499000.0,Rua Lutécia,72,3,1, Carrão
338557.87,Avenida Aricanduva,48,2,1, Carrão
3296166.2,Rua Winifred,400,4,4, Carrão
532000.0,Rua Francisca de Paula,92,3,1, Carrão
521000.0,Rua Reboujo,57,2,1, Carrão
485000.0,Rua Diamante Preto,60,2,1, Carrão
532000.0,Rua Coronel Marques,85,3,1, Carrão
450000.0,Rua Areião,70,3,1, Carrão
320000.0,Rua Carlos Silva,55,2,1, Carrão
1150000.0,Rua Biguaçu,103,3,2, Carrão
427333.9,Rua Sete de Outubro,70,2,1, Carrão
570000.0,Avenida Dezenove de Janeiro,85,2,1, Carrão
405000.0,Avenida Conselheiro Carrão,61,2,1, Carrão
566085.74,Rua Francisca de Paula,90,3,1, Carrão
525000.0,Rua Coronel Marques,85,3,1, Carrão
490000.0,Rua Tamaindê,83,3,1, Carrão
390000.0,Rua Comendador Gil Pinheiro,60,2,1, Carrão
450000.0,Rua Lutécia,65,3,1, Carrão
1100000.0,Rua Winifred,184,5,3, Carrão
532000.0,Rua Evangelina,64,3,2, Carrão
265000.0,Avenida Aricanduva,48,2,1, Carrão
680000.0,Rua Maniutuba,107,3,2, Carrão
430000.0,Rua Sete de Outubro,70,2,1, Carrão
325000.0,Rua Doutor Alarico Silveira,50,2,1, Carrão
750000.0,Rua Cabrália,120,3,3, Carrão
469000.0,Rua Taubaté,64,3,1, Carrão
650000.0,Rua Atucuri,64,2,1, Carrão
440000.0,Rua Francisca de Paula,76,3,2, Carrão
317188.41,Rua Doutor Jaci Barbosa,50,2,1, Carrão
450000.0,Rua Lutécia,67,3,1, Carrão
1050000.0,Rua Oswaldo Arouca,106,3,2, Carrão
390000.0,Rua Angoera,54,2,1, Carrão
480000.0,Avenida Norberto Mayer,68,3,1, Carrão
1550000.0,Rua Xiririca,151,3,3, Carrão
443000.0,Rua Lutécia,69,3,1, Carrão
995000.0,Rua Biguaçu,103,3,2, Carrão
384841.1,Rua Nunes Balboa,57,2,1, Carrão
435000.0,Rua Queriri,72,3,2, Carrão
369000.0,Rua Doutor Alarico Silveira,49,2,1, Carrão
320000.0,Rua Carlos Silva,50,2,1, Carrão
420000.0,Rua Mariano de Sousa,91,2,1, Carrão
375000.0,Rua Doutor Alarico Silveira,50,2,1, Carrão
590000.0,Rua Coronel Marques,84,3,1, Carrão
350000.0,Alameda Rainha Santa,59,2,1, Carrão
400000.0,Rua Serra de Botucatu,63,3,1, Carrão
340000.0,Rua Renato Rinaldi,55,2,1, Carrão
601583.96,Rua Maniutuba,107,3,2, Carrão
650000.0,Rua Serra de Botucatu,186,3,1, Carrão
800000.0,Rua Antônio de Barros,130,3,2, Carrão
450000.0,Avenida Guilherme Giorgi,60,3,1, Carrão
630000.0,Rua Mônaco,77,2,2, Carrão
450000.0,Rua Queriri,74,3,1, Carrão
300000.0,Rua Nova Jerusalém,47,2,1, Carrão
480000.0,Rua Queriri,75,3,1, Carrão
700000.0,Rua Doutor Jorge Veiga,130,4,2, Carrão
424324.32,Rua Felisbina Ferreira,58,2,1, Carrão
300000.0,Rua Doutor Cristiano Altenfelder Silva,62,2,1, Carrão
360000.0,Rua Pedro Malaquias,72,3,1, Carrão
189000.0,Rua Augusto Reginato,28,1,0, Carrão
427000.0,Rua Cantagalo,70,3,1, Carrão
300000.0,Avenida Aricanduva,56,3,1, Carrão
505000.0,Rua Murutinga do Sul,85,3,1, Carrão
660000.0,Rua Murutinga do Sul,88,3,1, Carrão
250000.0,Avenida Aricanduva,48,2,1, Carrão
360000.0,Rua Henrique Dumont,80,2,0, Carrão
430000.0,Rua Evangelina,69,3,1, Carrão
500000.0,Rua Mariano de Sousa,92,2,1, Carrão
1500000.0,Rua São Gil,202,4,5, Carrão
570000.0,Rua Atucuri,65,2,1, Carrão
350000.0,Rua Comendador Gil Pinheiro,48,2,1, Carrão
420000.0,Rua Lutécia,90,2,1, Carrão
305000.0,Rua Felisbina Ferreira,49,2,1, Carrão
393000.0,Rua Serra de Botucatu,60,3,1, Carrão
300000.0,Rua Astarte,60,2,1, Carrão
620000.0,Rua Professor Pedreira de Freitas,89,4,2, Carrão
373000.0,Rua Renato Rinaldi,60,2,1, Carrão
339000.0,Rua Felisbina Ferreira,60,2,1, Carrão
570000.0,Avenida Guilherme Giorgi,80,2,2, Carrão
